0 0.296646
1 0.280560
2 0.138326
3 0.116367
4 0.111491
5 0.097767
6 0.088150
7 0.077310
8 0.073235
9 0.068875
10 0.066373
11 0.058794
12 0.056864
13 0.049608
14 0.045973
15 0.045167
16 0.044470
17 0.043910
18 0.043227
19 0.043104
20 0.039938
21 0.038971
22 0.038967
23 0.037611
24 0.037084
25 0.033917
26 0.033574
27 0.032893
28 0.032474
29 0.031849
30 0.031638
31 0.031025
32 0.030770
33 0.029438
34 0.028820
35 0.027887
36 0.027266
37 0.026919
38 0.026895
39 0.026767
40 0.026088
41 0.023976
42 0.023949
43 0.023141
44 0.022626
45 0.022622
46 0.021658
47 0.021657
48 0.021580
49 0.021389
50 0.020663
51 0.019284
52 0.018882
53 0.018438
54 0.018280
55 0.018278
56 0.018277
57 0.017894
58 0.016573
59 0.016573
60 0.016357
61 0.015559
62 0.014966
63 0.013786
64 0.013768
65 0.013508
66 0.012951
67 0.012790
68 0.012783
69 0.012781
70 0.012367
71 0.011903
72 0.011759
73 0.010919
74 0.010851
75 0.010212
76 0.010209
77 0.010208
78 0.010203
79 0.010195
80 0.009921
81 0.009849
82 0.009849
83 0.009803
84 0.009768
85 0.009751
86 0.009714
87 0.009660
88 0.009476
89 0.009413
90 0.009412
91 0.009330
92 0.009298
93 0.009252
94 0.009250
95 0.009230
96 0.009173
97 0.009153
98 0.009094
99 0.009019
