0 0.106173
1 0.100864
2 0.087548
3 0.084009
4 0.075790
5 0.074429
6 0.074423
7 0.071945
8 0.062260
9 0.056095
10 0.050590
11 0.050427
12 0.046086
13 0.045380
14 0.045300
15 0.040604
16 0.039244
17 0.037274
18 0.032256
19 0.025906
20 0.025850
21 0.025203
22 0.024785
23 0.024665
24 0.023926
25 0.023922
26 0.023917
27 0.023577
28 0.023576
29 0.023575
30 0.023443
31 0.022168
32 0.021932
33 0.021932
34 0.021546
35 0.020658
36 0.019967
37 0.019704
38 0.019429
39 0.019413
40 0.019163
41 0.018820
42 0.018744
43 0.017815
44 0.017694
45 0.017395
46 0.017335
47 0.017191
48 0.016863
49 0.016816
50 0.016800
51 0.016428
52 0.016383
53 0.015799
54 0.015526
55 0.014765
56 0.014686
57 0.014378
58 0.014377
59 0.014294
60 0.014211
61 0.014091
62 0.014070
63 0.014003
64 0.013844
65 0.013779
66 0.013610
67 0.013424
68 0.013250
69 0.013200
70 0.013004
71 0.012520
72 0.011961
73 0.011758
74 0.011626
75 0.011459
76 0.011458
77 0.011455
78 0.011441
79 0.011401
80 0.011333
81 0.011274
82 0.011173
83 0.011007
84 0.011006
85 0.010978
86 0.010921
87 0.010921
88 0.010885
89 0.010733
90 0.010692
91 0.010615
92 0.010613
93 0.010545
94 0.010334
95 0.010295
96 0.010223
97 0.010223
98 0.010150
99 0.010145
