1 32.626302 32.475260
20 32.927083 32.610026
30 32.970052 32.688802
40 33.016927 32.712891
60 33.185547 32.839193
80 33.298177 32.800781
100 33.412109 32.919271
200 34.815104 33.915365
300 36.378906 34.302083
400 38.378255 34.658854
500 40.798177 35.014323
