0 0.275411
1 0.261794
2 0.196162
3 0.096731
4 0.090613
5 0.086547
6 0.086547
7 0.084627
8 0.084627
9 0.078920
10 0.075167
11 0.073227
12 0.071116
13 0.070901
14 0.070767
15 0.069814
16 0.069710
17 0.063836
18 0.061333
19 0.060659
20 0.058793
21 0.057832
22 0.057799
23 0.056696
24 0.054814
25 0.053928
26 0.053386
27 0.053386
28 0.053128
29 0.052589
30 0.048582
31 0.047504
32 0.047485
33 0.046396
34 0.046195
35 0.045882
36 0.045448
37 0.044319
38 0.043323
39 0.042063
40 0.042030
41 0.039717
42 0.039048
43 0.038276
44 0.036864
45 0.035901
46 0.035793
47 0.035128
48 0.034286
49 0.034271
50 0.034166
51 0.033964
52 0.033870
53 0.033870
54 0.033870
55 0.033747
56 0.032540
57 0.031603
58 0.031095
59 0.031095
60 0.031095
61 0.030908
62 0.030831
63 0.030674
64 0.030063
65 0.026420
66 0.025382
67 0.025279
68 0.025279
69 0.024727
70 0.024226
71 0.023651
72 0.023589
73 0.022221
74 0.021936
75 0.021905
76 0.021524
77 0.021503
78 0.020942
79 0.020472
80 0.020113
81 0.019986
82 0.019808
83 0.019417
84 0.019313
85 0.019162
86 0.019073
87 0.019031
88 0.019019
89 0.018753
90 0.018726
91 0.018494
92 0.018159
93 0.017903
94 0.017799
95 0.017576
96 0.017306
97 0.017299
98 0.017232
99 0.017122
