0 0.132966
1 0.130969
2 0.122754
3 0.093199
4 0.087089
5 0.078861
6 0.071073
7 0.068328
8 0.061830
9 0.060890
10 0.056791
11 0.052634
12 0.052633
13 0.052467
14 0.050243
15 0.047564
16 0.042431
17 0.041484
18 0.040089
19 0.039846
20 0.038568
21 0.038088
22 0.036654
23 0.035641
24 0.035061
25 0.034542
26 0.034254
27 0.033633
28 0.033467
29 0.030534
30 0.029876
31 0.029785
32 0.029292
33 0.027431
34 0.024955
35 0.024952
36 0.024683
37 0.024642
38 0.023860
39 0.023795
40 0.022399
41 0.022082
42 0.021682
43 0.021664
44 0.019935
45 0.019724
46 0.019265
47 0.018835
48 0.018613
49 0.018549
50 0.018340
51 0.016895
52 0.016785
53 0.016750
54 0.016737
55 0.016721
56 0.016517
57 0.016049
58 0.015463
59 0.015416
60 0.015415
61 0.015146
62 0.014979
63 0.014848
64 0.014768
65 0.014658
66 0.014572
67 0.014525
68 0.014329
69 0.014329
70 0.014325
71 0.014057
72 0.014040
73 0.013568
74 0.013494
75 0.013220
76 0.013133
77 0.012817
78 0.012587
79 0.012587
80 0.012562
81 0.012533
82 0.012215
83 0.012105
84 0.011932
85 0.011928
86 0.011916
87 0.011457
88 0.011443
89 0.011284
90 0.011141
91 0.010969
92 0.010917
93 0.010911
94 0.010910
95 0.010910
96 0.010891
97 0.010764
98 0.010686
99 0.010233
