1 1408.709989 1139.338282
20 2601.816081 2323.645920
30 3203.702045 2914.678687
40 3787.893833 3491.434230
60 4942.163116 4627.426914
80 6109.522040 5756.154347
100 7271.684307 6869.955907
200 19318.363710 18149.618399
300 29190.927046 26205.144319
400 40163.939721 34122.965359
500 47407.209732 42184.363121
