1 32.749023 32.410645
20 33.335938 32.794922
30 33.342773 32.824219
40 33.395508 32.830566
60 33.525879 33.005859
80 33.647949 33.031738
100 33.855957 33.112793
200 34.971680 33.845215
300 36.449707 34.220703
400 38.369141 34.554688
500 40.737305 34.916016
