1 302.929733 241.432412
20 556.294376 479.324671
30 681.679524 595.533980
40 805.157689 711.360602
60 1051.379884 959.573223
80 1299.998788 1184.447976
100 1546.444019 1427.441940
200 2836.128752 2451.394948
300 4405.106857 3547.556265
400 6052.373047 4651.122191
500 7832.081834 5756.218060
