0 0.313441
1 0.263637
2 0.132416
3 0.127977
4 0.109724
5 0.084635
6 0.084528
7 0.079974
8 0.078608
9 0.074558
10 0.072350
11 0.070398
12 0.063423
13 0.062828
14 0.061716
15 0.053028
16 0.052068
17 0.049010
18 0.045718
19 0.044726
20 0.044577
21 0.044402
22 0.040164
23 0.038376
24 0.037967
25 0.037214
26 0.036277
27 0.035519
28 0.033404
29 0.033339
30 0.030453
31 0.030159
32 0.030076
33 0.029535
34 0.029011
35 0.028617
36 0.028280
37 0.028163
38 0.028159
39 0.027955
40 0.027905
41 0.027902
42 0.026551
43 0.025256
44 0.024781
45 0.024777
46 0.024451
47 0.024292
48 0.020576
49 0.020255
50 0.019403
51 0.018529
52 0.017265
53 0.016215
54 0.016022
55 0.015891
56 0.014487
57 0.014047
58 0.013992
59 0.013739
60 0.013585
61 0.013300
62 0.013016
63 0.012863
64 0.012511
65 0.011908
66 0.011905
67 0.011840
68 0.011589
69 0.011548
70 0.011338
71 0.011019
72 0.010963
73 0.010759
74 0.010676
75 0.010422
76 0.010289
77 0.010029
78 0.010020
79 0.009949
80 0.009932
81 0.009880
82 0.009861
83 0.009681
84 0.009573
85 0.009552
86 0.009287
87 0.009250
88 0.009205
89 0.009201
90 0.009172
91 0.008339
92 0.008222
93 0.008143
94 0.008123
95 0.008014
96 0.007980
97 0.007893
98 0.007780
99 0.007777
